"","CountyName","avg_CO","avg_CO_rate","pct_black","pct_hispanic","count_nf","count_hosp","POP_DENSITY","urban_rural","tot_pop","Beneficiaries","DME_users_percent","hospitals_per_total_pop","nursing_facilities_per_total_pop","overall_SVI","DME"
"1","Anderson",1241.94170585057,0.0556199387482138,20.9496626881162,17.7875800034596,5,2,21.0050042,0,57810,10906,5.77663671373556,3.45960906417575e-05,8.64902266043937e-05,0.6206,630
"2","Andrews",252.662889518414,0.033860989029176,0.676424927921934,56.2818806830783,1,1,4.640261084,0,18036,2164,4.89833641404806,5.54446662231093e-05,5.54446662231093e-05,0.3794,106
"3","Angelina",4879.05949145891,0.117417164237601,14.5976958841987,22.1318797095806,8,3,42.26080356,0,87322,17478,5.39535415951482,3.43556033989144e-05,9.1614942397105e-05,0.9051,943
"4","Aransas",1963.13881630356,0.15356272971886,1.37764696263593,27.4752677622435,2,0,37.46916772,1,24462,6760,4.15680473372781,0,8.17594636579184e-05,0.5968,281
"5","Archer",285.079320893884,0.0616796857104163,0.871959614502065,8.28361633776962,0,0,3.725569374,1,8716,1324,7.70392749244713,0,0,0.004,102
"6","Armstrong",3.31444759206799,0.00356696550536205,0.253421186011151,7.55195134313229,1,0,0.837940778,1,1973,414,8.21256038647343,0,0.000506842372022301,0.0119,34
"7","Atascosa",924.521921509377,0.0444166472837939,0.27257308996931,64.3171539331287,5,1,15.68038144,1,49528,8258,3.85081133446355,2.01905992569859e-05,0.00010095299628493,0.8221,318
"8","Austin",3018.32297929307,0.199478483899993,8.73538502889397,26.841150383013,3,1,17.77585924,1,29764,7215,3.16008316008316,3.35976347265153e-05,0.000100792904179546,0.2609,228
"9","Bailey",2.20087679525076,0.000800281017806727,0.464788732394366,62.1267605633803,1,1,3.314895686,0,7100,1112,7.01438848920863,0.000140845070422535,0.000140845070422535,0.7708,78
"10","Bandera",470.758522727273,0.0418617937515775,0.693225298221922,18.7936079225748,2,0,10.84363708,1,22215,6837,3.77358490566038,0,9.00292595093405e-05,0.1818,258
"11","Bastrop",1684.43909348442,0.049198835513898,7.07153167222735,37.6848631125624,5,2,36.74167301,1,84522,16484,3.88255277845183,2.36624784079885e-05,5.91561960199711e-05,0.6126,640
"12","Baylor",89.1444759206831,0.0435161263296908,3.07520268381325,8.52669835057311,1,1,1.592067112,0,3577,983,5.08646998982706,0.000279563880346659,0.000279563880346659,0.0316,50
"13","Bee",364.346187062603,0.0329085282921846,6.83205053509552,58.8574407408543,2,1,14.3042654,0,32611,4735,5.08975712777191,3.06644997086873e-05,6.13289994173745e-05,0.9209,241
"14","Bell",11696.362619925,0.0712020374318429,21.5150871837831,24.8248578494093,15,8,128.0070387,1,348574,53037,3.72381544959179,2.29506503640547e-05,4.30324694326025e-05,0.5534,1975
"15","Bexar",48829.9918369689,0.0573204370174683,7.10384808200147,60.218614604451,66,36,607.9116551,1,1952843,296575,3.43252128466661,1.84346616701906e-05,3.37968797286827e-05,0.6957,10180
"16","Blanco",720.549035452332,0.123914159478404,0.0261369576581286,19.3761979438927,1,0,6.248388545,0,11478,3288,4.04501216545012,0,8.7123192193762e-05,0.0711,133
"17","Borden",48.8878329935831,0.160850403059424,0,13.7030995106036,0,0,0.263727821,0,613,57,19.2982456140351,0,0,0.0158,11
"18","Bosque",694.099510838945,0.0718908248116087,1.61237428946218,18.3428071709663,4,1,7.186433679,0,18296,5294,4.45787684170759,5.46567555749891e-05,0.000218627022299956,0.2648,236
"19","Bowie",51.0991501416431,0.00111998521924572,24.3839225472032,7.60176924806957,8,6,40.73608844,1,93373,19381,6.92946700376658,6.42584044638172e-05,8.56778726184229e-05,0.6245,1343
"20","Brazoria",28760.3784192423,0.176759733189242,13.6482226479648,30.626571697114,13,5,102.1500679,1,360677,54027,3.56303329816573,1.38628190874383e-05,3.60433296273397e-05,0.2134,1925
"21","Brazos",5299.86402266289,0.0498454839378026,10.2802480928868,25.5604737623385,6,6,146.8825027,1,222981,24631,3.36161747391499,2.69081222166911e-05,2.69081222166911e-05,0.3478,828
"22","Brewster",502.767705382436,0.0918551921560346,0.205828187628643,44.7730473404832,0,1,0.576365821,0,9231,2239,4.60026797677535,0.000108330625067707,0,0.3715,103
"23","Briscoe",4.58640226628895,0.00569013900148752,0.823610157858614,35.621139327385,0,0,0.625056019,0,1457,393,8.3969465648855,0,0,0.166,33
"24","Brooks",217.178277377567,0.0765116815218123,0,93.0681977314102,1,0,2.922714027,0,7141,1582,4.42477876106195,0,0.000140036409466461,0.9921,70
"25","Brown",775.923513491124,0.0402190951023071,3.53189803196407,22.2480517765157,7,1,15.47552703,0,37855,9008,5.23978685612789,2.64165896182803e-05,0.000184916127327962,0.2767,472
"26","Burleson",272.461756373938,0.0298817249251491,13.1243770074205,20.6888913500941,2,1,10.57948201,1,18058,4453,3.39097237817202,5.53771181747702e-05,0.00011075423634954,0.3518,151
"27","Burnet",1750.8045325779,0.0781001033545238,1.75155813453686,22.2265205243929,3,2,18.0687596,0,46530,10574,4.46377908076414,4.2983021706426e-05,6.44745325596389e-05,0.1897,472
"28","Caldwell",633.586402266289,0.035156692607706,5.59984813971147,52.1853644646925,5,2,29.84353222,1,42144,7769,4.72390269017892,4.74563401670463e-05,0.000118640850417616,0.8063,367
"29","Calhoun",1364.96317280453,0.134457297380599,2.33062580764261,48.8693003507476,2,1,16.50634903,0,21668,4180,3.01435406698565,4.61510060919328e-05,9.23020121838656e-05,0.7826,126
"30","Callahan",361.070822426573,0.0502467554356549,0.909353348729792,9.62759815242494,2,0,5.948406744,1,13856,3147,6.45058786145535,0,0.000144341801385681,0.0791,203
"31","Cameron",8524.52974504249,0.0510954448473308,0.399131065819867,89.6636200215336,13,7,182.5914807,1,421666,64556,3.00669186442778,1.66008167601846e-05,3.08300882689143e-05,0.9526,1941
"32","Camp",12.7016862229392,0.00206005572809641,15.809908370865,24.9650566858208,1,1,25.38822646,0,12878,3206,5.48970679975047,7.76518092871564e-05,7.76518092871564e-05,0.7984,176
"33","Carson",4.67988668555241,0.00152765941527387,0.798801797304044,9.91845564985855,0,0,2.521191152,1,6009,1150,7.1304347826087,0,0,0,82
"34","Cass",42.8866855524079,0.00268400718232753,17.0764163811171,4.49782095212748,5,1,12.3866263,0,30059,8257,7.20600702434298,3.32679064506471e-05,0.000166339532253235,0.6008,595
"35","Castro",11.9884953441421,0.00353629267285749,2.1243320735045,64.60315391633,2,1,3.312181081,0,7673,1152,5.20833333333333,0.000130327121073895,0.000260654242147791,0.7549,60
"36","Chambers",3267.84135173221,0.17347822027153,7.25578017189202,22.4355404914659,2,2,26.70665362,1,41305,5428,3.90567428150332,4.84202881007142e-05,4.84202881007142e-05,0.1462,212
"37","Cherokee",1083.55085189129,0.0446176943361697,13.4982155877048,23.135960704555,6,2,19.11085127,0,52118,8926,5.65762939726641,3.83744579607813e-05,0.000115123373882344,0.834,505
"38","Childress",161.161473087819,0.0500071796698492,8.03805321935751,31.0078588170412,1,1,4.020611102,0,7253,1310,7.40458015267176,0.000137873983179374,0.000137873983179374,0.5613,97
"39","Clay",185.533980196155,0.0337565087482137,0.451792752090743,6.27703547053735,1,1,3.689176917,1,10403,1856,6.51939655172414,9.61261174661155e-05,9.61261174661155e-05,0.0751,121
"40","Cochran",0.097987974657232,7.33313133984948e-05,3.84482161413232,58.7114651887773,0,1,1.438140175,0,2887,557,9.15619389587074,0.000346380325597506,0,0.8261,51
"41","Coke",169.345609065156,0.0769341838105186,0.968816227671814,21.5258855585831,2,0,1.398892714,0,3303,883,6.00226500566251,0,0.000605510142294883,0.3281,53
"42","Coleman",8.78753541076487,0.00191737655436885,1.60787137029038,17.518598512119,2,1,2.547896708,0,8334,2491,6.985146527499,0.000119990400767939,0.000239980801535877,0.1502,174
"43","Collin",17708.907284661,0.038768327276736,9.63102824810031,15.2668902859102,26,26,446.9380676,1,973977,112750,3.07583148558758,2.66946755416196e-05,2.66946755416196e-05,0.0237,3468
"44","Collingsworth",0.0226628895184136,1.63539307863826e-05,8.35298080161671,28.7638935668575,1,1,1.248134562,0,2969,615,11.219512195122,0.000336813742000674,0.000336813742000674,0.7787,69
"45","Colorado",2095.38513553637,0.21006553745599,12.6413494157557,29.7304937806257,4,2,8.533531003,0,21224,4963,3.72758412250655,9.42329438371655e-05,0.000188465887674331,0.5257,185
"46","Comal",5062.42492917847,0.0736074236955663,1.99658293444035,27.3619406673162,6,4,97.74061556,1,141642,38532,3.07017543859649,2.82402112367801e-05,4.23603168551701e-05,0.0356,1183
"47","Comanche",810.154056240453,0.110275712920237,0.59871387390051,27.9178061941016,2,1,5.570311726,0,13529,3288,5.2007299270073,7.3915293074137e-05,0.000147830586148274,0.4862,171
"48","Concho",91.8526912181303,0.0752218950974906,1.16350275566442,45.1316595223515,1,1,1.281832901,0,3266,717,8.22873082287308,0.000306184935701164,0.000306184935701164,0.4466,59
"49","Cooke",2385.71211577626,0.116072299419245,2.79963037886167,18.1538922604331,4,2,17.6721364,0,40041,7713,4.66744457409568,4.99488024774606e-05,9.98976049549212e-05,0.3004,360
"50","Coryell",2454.803640849,0.0821354949427567,12.7749734325186,18.2797555791711,4,1,27.62384408,1,75280,10910,4.36296975252062,1.32837407013815e-05,5.3134962805526e-05,0.4229,476
"51","Cottle",0.295454545454545,0.000312117763002945,14.4945188794153,23.142509135201,0,0,0.703981173,0,1642,410,10.7317073170732,0,0,0.8182,44
"52","Crane",37.2436260623229,0.0195751502049853,2.31153685964182,64.369012911287,1,1,2.361655185,0,4802,631,4.27892234548336,0.000208246563931695,0.000208246563931695,0.3953,27
"53","Crockett",177.827195467422,0.0980904526087033,0.68886337543054,61.8828932261768,1,0,0.479168081,0,3484,708,4.09604519774011,0,0.000287026406429392,0.5652,29
"54","Crosby",17.0793201133144,0.006189275437651,3.13570938999315,56.0143934201508,2,1,2.503105905,1,5836,1193,7.12489522212909,0.000171350239890336,0.000342700479780672,0.8854,85
"55","Culberson",6.6685552407932,0.00858718823892993,0.13550135501355,71.0478771454381,0,1,0.224237966,0,2214,498,8.23293172690763,0.0004516711833785,0,0.9763,41
"56","Dallam",4.86118980169972,0.00153582711043056,0.766703176341731,45.8242059145674,0,0,1.876142207,0,7304,1465,9.14675767918089,0,0,0.3794,134
"57","Dallas",46977.8976280829,0.0377949059822753,22.2561710067407,40.1797866251763,82,37,1153.767311,1,2606868,332563,3.42341150398571,1.41932771432999e-05,3.14553709662323e-05,0.6838,11385
"58","Dawson",259.42776203966,0.0448310499516945,7.68750487785843,57.4650745336767,1,1,5.494940098,0,12813,2117,6.75484175720359,7.80457348005931e-05,7.80457348005931e-05,0.8656,143
